"efforts_tuples","selected0","selected1","count","count_normalized"
"[-1,0,-1,-1]_[1,0,-1,-1]",0,2,4,0.444444444444444
"[-1,0,-1,-1]_[1,0,-1,-1]",1,2,2,0.222222222222222
"[-1,0,-1,-1]_[1,0,-1,0]",0,1,2,0.125
"[-1,0,-1,-1]_[1,0,-1,0]",0,2,4,0.25
"[-1,0,-1,-1]_[1,0,-1,0]",1,2,10,0.625
"[-1,0,-1,-1]_[1,0,-1,1]",0,1,6,0.285714285714286
"[-1,0,-1,-1]_[1,0,-1,1]",0,2,4,0.19047619047619
"[-1,0,-1,-1]_[1,0,-1,1]",1,2,11,0.523809523809524
"[-1,0,-1,-1]_[1,0,0,-1]",0,1,2,0.222222222222222
"[-1,0,-1,-1]_[1,0,0,-1]",0,2,4,0.444444444444444
"[-1,0,-1,-1]_[1,0,0,-1]",1,2,3,0.333333333333333
"[-1,0,-1,-1]_[1,0,0,1]",0,1,5,0.833333333333333
"[-1,0,-1,-1]_[1,0,0,1]",0,2,0,0
"[-1,0,-1,-1]_[1,0,0,1]",1,2,1,0.166666666666667
"[-1,0,-1,-1]_[1,0,1,-1]",0,1,2,0.142857142857143
"[-1,0,-1,-1]_[1,0,1,-1]",0,2,7,0.5
"[-1,0,-1,-1]_[1,0,1,-1]",1,2,5,0.357142857142857
"[-1,0,-1,-1]_[1,0,1,0]",0,1,2,0.285714285714286
"[-1,0,-1,-1]_[1,0,1,0]",0,2,0,0
"[-1,0,-1,-1]_[1,0,1,0]",1,2,5,0.714285714285714
"[-1,0,-1,-1]_[1,0,1,1]",0,1,0,0
"[-1,0,-1,-1]_[1,0,1,1]",0,2,1,0.2
"[-1,0,-1,-1]_[1,0,1,1]",1,2,4,0.8
"[-1,0,-1,-1]_[1,1,-1,0]",0,1,1,0.1
"[-1,0,-1,-1]_[1,1,-1,0]",0,2,6,0.6
"[-1,0,-1,-1]_[1,1,-1,0]",1,2,3,0.3
"[-1,0,-1,-1]_[1,1,0,-1]",0,1,3,0.0833333333333333
"[-1,0,-1,-1]_[1,1,0,-1]",0,2,22,0.611111111111111
"[-1,0,-1,-1]_[1,1,0,-1]",1,2,11,0.305555555555556
"[-1,0,-1,-1]_[1,1,0,0]",0,1,4,0.133333333333333
"[-1,0,-1,-1]_[1,1,0,0]",0,2,6,0.2
"[-1,0,-1,-1]_[1,1,0,0]",1,2,20,0.666666666666667
"[-1,0,-1,-1]_[1,1,0,1]",0,1,6,0.222222222222222
"[-1,0,-1,-1]_[1,1,0,1]",0,2,1,0.037037037037037
"[-1,0,-1,-1]_[1,1,0,1]",1,2,20,0.740740740740741
"[-1,0,-1,-1]_[1,1,1,0]",0,1,3,0.0909090909090909
"[-1,0,-1,-1]_[1,1,1,0]",0,2,7,0.212121212121212
"[-1,0,-1,-1]_[1,1,1,0]",1,2,23,0.696969696969697
"[-1,0,-1,0]_[-1,0,-1,1]",0,1,18,0.473684210526316
"[-1,0,-1,0]_[-1,0,-1,1]",0,2,13,0.342105263157895
"[-1,0,-1,0]_[-1,0,-1,1]",1,2,7,0.184210526315789
"[-1,0,-1,0]_[-1,0,0,-1]",0,1,8,0.727272727272727
"[-1,0,-1,0]_[-1,0,0,-1]",0,2,0,0
"[-1,0,-1,0]_[-1,0,0,-1]",1,2,3,0.272727272727273
"[-1,0,-1,0]_[-1,0,0,1]",0,1,2,0.333333333333333
"[-1,0,-1,0]_[-1,0,0,1]",0,2,1,0.166666666666667
"[-1,0,-1,0]_[-1,0,0,1]",1,2,3,0.5
"[-1,0,-1,0]_[-1,0,1,-1]",0,1,4,0.4
"[-1,0,-1,0]_[-1,0,1,-1]",0,2,1,0.1
"[-1,0,-1,0]_[-1,0,1,-1]",1,2,5,0.5
"[-1,0,-1,0]_[-1,0,1,0]",0,1,4,0.666666666666667
"[-1,0,-1,0]_[-1,0,1,0]",0,2,0,0
"[-1,0,-1,0]_[-1,0,1,0]",1,2,2,0.333333333333333
"[-1,0,-1,0]_[-1,0,1,1]",0,1,2,0.4
"[-1,0,-1,0]_[-1,0,1,1]",0,2,0,0
"[-1,0,-1,0]_[-1,0,1,1]",1,2,3,0.6
"[-1,0,-1,0]_[-1,1,-1,0]",0,1,4,0.571428571428571
"[-1,0,-1,0]_[-1,1,-1,0]",0,2,2,0.285714285714286
"[-1,0,-1,0]_[-1,1,-1,0]",1,2,1,0.142857142857143
"[-1,0,-1,0]_[-1,1,0,-1]",0,1,3,0.5
"[-1,0,-1,0]_[-1,1,0,-1]",0,2,0,0
"[-1,0,-1,0]_[-1,1,0,-1]",1,2,3,0.5
"[-1,0,-1,0]_[-1,1,0,0]",0,1,4,0.666666666666667
"[-1,0,-1,0]_[-1,1,0,0]",0,2,1,0.166666666666667
"[-1,0,-1,0]_[-1,1,0,0]",1,2,1,0.166666666666667
"[-1,0,-1,0]_[-1,1,0,1]",0,1,10,0.666666666666667
"[-1,0,-1,0]_[-1,1,0,1]",0,2,1,0.0666666666666667
"[-1,0,-1,0]_[-1,1,0,1]",1,2,4,0.266666666666667
"[-1,0,-1,0]_[-1,1,1,0]",0,1,4,0.666666666666667
"[-1,0,-1,0]_[-1,1,1,0]",0,2,1,0.166666666666667
"[-1,0,-1,0]_[-1,1,1,0]",1,2,1,0.166666666666667
"[-1,0,-1,0]_[0,-1,-1,-1]",0,1,4,0.571428571428571
"[-1,0,-1,0]_[0,-1,-1,-1]",0,2,0,0
"[-1,0,-1,0]_[0,-1,-1,-1]",1,2,3,0.428571428571429
"[-1,0,-1,0]_[0,-1,-1,1]",0,1,0,0
"[-1,0,-1,0]_[0,-1,-1,1]",0,2,7,1
"[-1,0,-1,0]_[0,-1,-1,1]",1,2,0,0
"[-1,0,-1,0]_[0,-1,0,-1]",0,1,5,0.555555555555556
"[-1,0,-1,0]_[0,-1,0,-1]",0,2,0,0
"[-1,0,-1,0]_[0,-1,0,-1]",1,2,4,0.444444444444444
"[-1,0,-1,0]_[0,-1,0,1]",0,1,2,0.333333333333333
"[-1,0,-1,0]_[0,-1,0,1]",0,2,0,0
"[-1,0,-1,0]_[0,-1,0,1]",1,2,4,0.666666666666667
"[-1,0,-1,0]_[0,-1,1,-1]",0,1,10,0.625
"[-1,0,-1,0]_[0,-1,1,-1]",0,2,0,0
"[-1,0,-1,0]_[0,-1,1,-1]",1,2,6,0.375
"[-1,0,-1,0]_[0,-1,1,1]",0,1,17,0.515151515151515
"[-1,0,-1,0]_[0,-1,1,1]",0,2,3,0.0909090909090909
"[-1,0,-1,0]_[0,-1,1,1]",1,2,13,0.393939393939394
"[-1,0,-1,0]_[0,0,1,1]",0,1,3,0.5
"[-1,0,-1,0]_[0,0,1,1]",0,2,0,0
"[-1,0,-1,0]_[0,0,1,1]",1,2,3,0.5
"[-1,0,-1,0]_[0,1,-1,-1]",0,1,14,0.608695652173913
"[-1,0,-1,0]_[0,1,-1,-1]",0,2,5,0.217391304347826
"[-1,0,-1,0]_[0,1,-1,-1]",1,2,4,0.173913043478261
"[-1,0,-1,0]_[0,1,-1,1]",0,1,7,0.304347826086957
"[-1,0,-1,0]_[0,1,-1,1]",0,2,11,0.478260869565217
"[-1,0,-1,0]_[0,1,-1,1]",1,2,5,0.217391304347826
"[-1,0,-1,0]_[0,1,0,-1]",0,1,5,0.555555555555556
"[-1,0,-1,0]_[0,1,0,-1]",0,2,1,0.111111111111111
"[-1,0,-1,0]_[0,1,0,-1]",1,2,3,0.333333333333333
"[-1,0,-1,0]_[0,1,1,-1]",0,1,4,0.571428571428571
"[-1,0,-1,0]_[0,1,1,-1]",0,2,1,0.142857142857143
"[-1,0,-1,0]_[0,1,1,-1]",1,2,2,0.285714285714286
"[-1,0,-1,0]_[0,1,1,1]",0,1,5,0.625
"[-1,0,-1,0]_[0,1,1,1]",0,2,0,0
"[-1,0,-1,0]_[0,1,1,1]",1,2,3,0.375
"[-1,0,-1,0]_[1,-1,-1,0]",0,1,0,0
"[-1,0,-1,0]_[1,-1,-1,0]",0,2,1,1
"[-1,0,-1,0]_[1,-1,-1,0]",1,2,0,0
"[-1,0,-1,0]_[1,-1,0,-1]",0,1,4,0.666666666666667
"[-1,0,-1,0]_[1,-1,0,-1]",0,2,0,0
"[-1,0,-1,0]_[1,-1,0,-1]",1,2,2,0.333333333333333
"[-1,0,-1,0]_[1,-1,0,0]",0,1,10,0.333333333333333
"[-1,0,-1,0]_[1,-1,0,0]",0,2,4,0.133333333333333
"[-1,0,-1,0]_[1,-1,0,0]",1,2,16,0.533333333333333
"[-1,0,-1,0]_[1,-1,0,1]",0,1,3,0.375
"[-1,0,-1,0]_[1,-1,0,1]",0,2,0,0
"[-1,0,-1,0]_[1,-1,0,1]",1,2,5,0.625
"[-1,0,-1,0]_[1,-1,1,0]",0,1,5,0.625
"[-1,0,-1,0]_[1,-1,1,0]",0,2,1,0.125
"[-1,0,-1,0]_[1,-1,1,0]",1,2,2,0.25
"[-1,0,-1,0]_[1,0,-1,-1]",0,1,3,0.5
"[-1,0,-1,0]_[1,0,-1,-1]",0,2,3,0.5
"[-1,0,-1,0]_[1,0,-1,-1]",1,2,0,0
"[-1,0,-1,0]_[1,0,-1,0]",0,1,0,0
"[-1,0,-1,0]_[1,0,-1,0]",0,2,1,0.333333333333333
"[-1,0,-1,0]_[1,0,-1,0]",1,2,2,0.666666666666667
"[-1,0,-1,0]_[1,0,-1,1]",0,1,7,0.636363636363636
"[-1,0,-1,0]_[1,0,-1,1]",0,2,2,0.181818181818182
"[-1,0,-1,0]_[1,0,-1,1]",1,2,2,0.181818181818182
"[-1,0,-1,0]_[1,0,0,-1]",0,1,1,0.333333333333333
"[-1,0,-1,0]_[1,0,0,-1]",0,2,0,0
"[-1,0,-1,0]_[1,0,0,-1]",1,2,2,0.666666666666667
"[-1,0,-1,0]_[1,0,0,1]",0,1,0,0
"[-1,0,-1,0]_[1,0,0,1]",0,2,0,0
"[-1,0,-1,0]_[1,0,0,1]",1,2,2,1
"[-1,0,-1,0]_[1,0,1,-1]",0,1,8,0.470588235294118
"[-1,0,-1,0]_[1,0,1,-1]",0,2,4,0.235294117647059
"[-1,0,-1,0]_[1,0,1,-1]",1,2,5,0.294117647058824
"[-1,0,-1,0]_[1,0,1,0]",0,1,12,0.545454545454545
"[-1,0,-1,0]_[1,0,1,0]",0,2,3,0.136363636363636
"[-1,0,-1,0]_[1,0,1,0]",1,2,7,0.318181818181818
"[-1,0,-1,0]_[1,0,1,1]",0,1,2,0.5
"[-1,0,-1,0]_[1,0,1,1]",0,2,1,0.25
"[-1,0,-1,0]_[1,0,1,1]",1,2,1,0.25
"[-1,0,-1,0]_[1,1,-1,0]",0,1,5,0.277777777777778
"[-1,0,-1,0]_[1,1,-1,0]",0,2,8,0.444444444444444
"[-1,0,-1,0]_[1,1,-1,0]",1,2,5,0.277777777777778
"[-1,0,-1,0]_[1,1,0,-1]",0,1,21,0.65625
"[-1,0,-1,0]_[1,1,0,-1]",0,2,2,0.0625
"[-1,0,-1,0]_[1,1,0,-1]",1,2,9,0.28125
"[-1,0,-1,0]_[1,1,0,0]",0,1,4,0.363636363636364
"[-1,0,-1,0]_[1,1,0,0]",0,2,2,0.181818181818182
"[-1,0,-1,0]_[1,1,0,0]",1,2,5,0.454545454545455
"[-1,0,-1,0]_[1,1,0,1]",0,1,17,0.346938775510204
"[-1,0,-1,0]_[1,1,0,1]",0,2,5,0.102040816326531
"[-1,0,-1,0]_[1,1,0,1]",1,2,27,0.551020408163265
"[-1,0,-1,0]_[1,1,1,0]",0,1,3,0.428571428571429
"[-1,0,-1,0]_[1,1,1,0]",0,2,1,0.142857142857143
"[-1,0,-1,0]_[1,1,1,0]",1,2,3,0.428571428571429
"[-1,0,-1,1]_[-1,0,0,-1]",0,1,10,0.384615384615385
"[-1,0,-1,1]_[-1,0,0,-1]",0,2,1,0.0384615384615385
"[-1,0,-1,1]_[-1,0,0,-1]",1,2,15,0.576923076923077
"[-1,0,-1,1]_[-1,0,0,1]",0,1,0,0
"[-1,0,-1,1]_[-1,0,0,1]",0,2,14,0.341463414634146
"[-1,0,-1,1]_[-1,0,0,1]",1,2,27,0.658536585365854
"[-1,0,-1,1]_[-1,0,1,-1]",0,1,3,0.5
"[-1,0,-1,1]_[-1,0,1,-1]",0,2,1,0.166666666666667
"[-1,0,-1,1]_[-1,0,1,-1]",1,2,2,0.333333333333333
"[-1,0,-1,1]_[-1,0,1,0]",0,1,19,0.339285714285714
"[-1,0,-1,1]_[-1,0,1,0]",0,2,6,0.107142857142857
"[-1,0,-1,1]_[-1,0,1,0]",1,2,31,0.553571428571429
"[-1,0,-1,1]_[-1,0,1,1]",0,1,15,0.294117647058824
"[-1,0,-1,1]_[-1,0,1,1]",0,2,15,0.294117647058824
"[-1,0,-1,1]_[-1,0,1,1]",1,2,21,0.411764705882353
"[-1,0,-1,1]_[-1,1,-1,0]",0,1,8,0.615384615384615
"[-1,0,-1,1]_[-1,1,-1,0]",0,2,3,0.230769230769231
"[-1,0,-1,1]_[-1,1,-1,0]",1,2,2,0.153846153846154
"[-1,0,-1,1]_[-1,1,0,-1]",0,1,4,1
"[-1,0,-1,1]_[-1,1,0,-1]",0,2,0,0
"[-1,0,-1,1]_[-1,1,0,-1]",1,2,0,0
"[-1,0,-1,1]_[-1,1,0,0]",0,1,0,0
"[-1,0,-1,1]_[-1,1,0,0]",0,2,1,0.25
"[-1,0,-1,1]_[-1,1,0,0]",1,2,3,0.75
"[-1,0,-1,1]_[-1,1,0,1]",0,1,3,0.272727272727273
"[-1,0,-1,1]_[-1,1,0,1]",0,2,2,0.181818181818182
"[-1,0,-1,1]_[-1,1,0,1]",1,2,6,0.545454545454545
"[-1,0,-1,1]_[-1,1,1,0]",0,1,16,0.533333333333333
"[-1,0,-1,1]_[-1,1,1,0]",0,2,2,0.0666666666666667
"[-1,0,-1,1]_[-1,1,1,0]",1,2,12,0.4
"[-1,0,-1,1]_[0,-1,-1,-1]",0,1,5,0.714285714285714
"[-1,0,-1,1]_[0,-1,-1,-1]",0,2,2,0.285714285714286
"[-1,0,-1,1]_[0,-1,-1,-1]",1,2,0,0
"[-1,0,-1,1]_[0,-1,-1,1]",0,1,1,0.142857142857143
"[-1,0,-1,1]_[0,-1,-1,1]",0,2,4,0.571428571428571
"[-1,0,-1,1]_[0,-1,-1,1]",1,2,2,0.285714285714286
"[-1,0,-1,1]_[0,-1,0,-1]",0,1,2,0.222222222222222
"[-1,0,-1,1]_[0,-1,0,-1]",0,2,1,0.111111111111111
"[-1,0,-1,1]_[0,-1,0,-1]",1,2,6,0.666666666666667
"[-1,0,-1,1]_[0,-1,0,1]",0,1,11,0.268292682926829
"[-1,0,-1,1]_[0,-1,0,1]",0,2,9,0.219512195121951
"[-1,0,-1,1]_[0,-1,0,1]",1,2,21,0.51219512195122
"[-1,0,-1,1]_[0,-1,1,-1]",0,1,2,0.222222222222222
"[-1,0,-1,1]_[0,-1,1,-1]",0,2,3,0.333333333333333
"[-1,0,-1,1]_[0,-1,1,-1]",1,2,4,0.444444444444444
"[-1,0,-1,1]_[0,-1,1,1]",0,1,1,0.2
"[-1,0,-1,1]_[0,-1,1,1]",0,2,3,0.6
"[-1,0,-1,1]_[0,-1,1,1]",1,2,1,0.2
"[-1,0,-1,1]_[0,0,1,1]",0,1,0,0
"[-1,0,-1,1]_[0,0,1,1]",0,2,1,0.333333333333333
"[-1,0,-1,1]_[0,0,1,1]",1,2,2,0.666666666666667
"[-1,0,-1,1]_[0,1,-1,-1]",0,1,3,1
"[-1,0,-1,1]_[0,1,-1,-1]",0,2,0,0
"[-1,0,-1,1]_[0,1,-1,-1]",1,2,0,0
"[-1,0,-1,1]_[0,1,-1,1]",0,1,2,0.4
"[-1,0,-1,1]_[0,1,-1,1]",0,2,1,0.2
"[-1,0,-1,1]_[0,1,-1,1]",1,2,2,0.4
"[-1,0,-1,1]_[0,1,0,-1]",0,1,4,1
"[-1,0,-1,1]_[0,1,0,-1]",0,2,0,0
"[-1,0,-1,1]_[0,1,0,-1]",1,2,0,0
"[-1,0,-1,1]_[0,1,1,-1]",0,1,14,0.636363636363636
"[-1,0,-1,1]_[0,1,1,-1]",0,2,2,0.0909090909090909
"[-1,0,-1,1]_[0,1,1,-1]",1,2,6,0.272727272727273
"[-1,0,-1,1]_[0,1,1,1]",0,1,3,0.25
"[-1,0,-1,1]_[0,1,1,1]",0,2,4,0.333333333333333
"[-1,0,-1,1]_[0,1,1,1]",1,2,5,0.416666666666667
"[-1,0,-1,1]_[1,-1,-1,0]",0,1,0,0
"[-1,0,-1,1]_[1,-1,-1,0]",0,2,3,1
"[-1,0,-1,1]_[1,-1,-1,0]",1,2,0,0
"[-1,0,-1,1]_[1,-1,0,-1]",0,1,3,0.428571428571429
"[-1,0,-1,1]_[1,-1,0,-1]",0,2,1,0.142857142857143
"[-1,0,-1,1]_[1,-1,0,-1]",1,2,3,0.428571428571429
"[-1,0,-1,1]_[1,-1,0,0]",0,1,1,0.166666666666667
"[-1,0,-1,1]_[1,-1,0,0]",0,2,0,0
"[-1,0,-1,1]_[1,-1,0,0]",1,2,5,0.833333333333333
"[-1,0,-1,1]_[1,-1,0,1]",0,1,1,0.5
"[-1,0,-1,1]_[1,-1,0,1]",0,2,1,0.5
"[-1,0,-1,1]_[1,-1,0,1]",1,2,0,0
"[-1,0,-1,1]_[1,-1,1,0]",0,1,9,0.346153846153846
"[-1,0,-1,1]_[1,-1,1,0]",0,2,2,0.0769230769230769
"[-1,0,-1,1]_[1,-1,1,0]",1,2,15,0.576923076923077
"[-1,0,-1,1]_[1,0,-1,-1]",0,1,17,0.395348837209302
"[-1,0,-1,1]_[1,0,-1,-1]",0,2,3,0.0697674418604651
"[-1,0,-1,1]_[1,0,-1,-1]",1,2,23,0.534883720930233
"[-1,0,-1,1]_[1,0,-1,0]",0,1,0,0
"[-1,0,-1,1]_[1,0,-1,0]",0,2,3,1
"[-1,0,-1,1]_[1,0,-1,0]",1,2,0,0
"[-1,0,-1,1]_[1,0,-1,1]",0,1,0,0
"[-1,0,-1,1]_[1,0,-1,1]",0,2,4,0.8
"[-1,0,-1,1]_[1,0,-1,1]",1,2,1,0.2
"[-1,0,-1,1]_[1,0,0,-1]",0,1,9,0.45
"[-1,0,-1,1]_[1,0,0,-1]",0,2,1,0.05
"[-1,0,-1,1]_[1,0,0,-1]",1,2,10,0.5
"[-1,0,-1,1]_[1,0,0,1]",0,1,3,0.12
"[-1,0,-1,1]_[1,0,0,1]",0,2,5,0.2
"[-1,0,-1,1]_[1,0,0,1]",1,2,17,0.68
"[-1,0,-1,1]_[1,0,1,-1]",0,1,4,1
"[-1,0,-1,1]_[1,0,1,-1]",0,2,0,0
"[-1,0,-1,1]_[1,0,1,-1]",1,2,0,0
"[-1,0,-1,1]_[1,0,1,0]",0,1,5,0.3125
"[-1,0,-1,1]_[1,0,1,0]",0,2,2,0.125
"[-1,0,-1,1]_[1,0,1,0]",1,2,9,0.5625
"[-1,0,-1,1]_[1,0,1,1]",0,1,1,1
"[-1,0,-1,1]_[1,0,1,1]",0,2,0,0
"[-1,0,-1,1]_[1,0,1,1]",1,2,0,0
"[-1,0,-1,1]_[1,1,-1,0]",0,1,1,0.166666666666667
"[-1,0,-1,1]_[1,1,-1,0]",0,2,3,0.5
"[-1,0,-1,1]_[1,1,-1,0]",1,2,2,0.333333333333333
"[-1,0,-1,1]_[1,1,0,-1]",0,1,2,1
"[-1,0,-1,1]_[1,1,0,-1]",0,2,0,0
"[-1,0,-1,1]_[1,1,0,-1]",1,2,0,0
"[-1,0,-1,1]_[1,1,0,0]",0,1,2,0.333333333333333
"[-1,0,-1,1]_[1,1,0,0]",0,2,0,0
"[-1,0,-1,1]_[1,1,0,0]",1,2,4,0.666666666666667
"[-1,0,-1,1]_[1,1,0,1]",0,1,1,0.2
"[-1,0,-1,1]_[1,1,0,1]",0,2,1,0.2
"[-1,0,-1,1]_[1,1,0,1]",1,2,3,0.6
"[-1,0,-1,1]_[1,1,1,0]",0,1,1,0.2
"[-1,0,-1,1]_[1,1,1,0]",0,2,0,0
"[-1,0,-1,1]_[1,1,1,0]",1,2,4,0.8
"[-1,0,0,-1]_[-1,0,0,1]",0,1,2,0.4
"[-1,0,0,-1]_[-1,0,0,1]",0,2,0,0
"[-1,0,0,-1]_[-1,0,0,1]",1,2,3,0.6
"[-1,0,0,-1]_[-1,0,1,-1]",0,1,2,0.25
"[-1,0,0,-1]_[-1,0,1,-1]",0,2,6,0.75
"[-1,0,0,-1]_[-1,0,1,-1]",1,2,0,0
"[-1,0,0,-1]_[-1,0,1,0]",0,1,3,0.428571428571429
"[-1,0,0,-1]_[-1,0,1,0]",0,2,2,0.285714285714286
"[-1,0,0,-1]_[-1,0,1,0]",1,2,2,0.285714285714286
"[-1,0,0,-1]_[-1,0,1,1]",0,1,7,0.583333333333333
"[-1,0,0,-1]_[-1,0,1,1]",0,2,1,0.0833333333333333
"[-1,0,0,-1]_[-1,0,1,1]",1,2,4,0.333333333333333
"[-1,0,0,-1]_[-1,1,-1,0]",0,1,8,0.347826086956522
"[-1,0,0,-1]_[-1,1,-1,0]",0,2,6,0.260869565217391
"[-1,0,0,-1]_[-1,1,-1,0]",1,2,9,0.391304347826087
"[-1,0,0,-1]_[-1,1,0,-1]",0,1,5,0.294117647058824
"[-1,0,0,-1]_[-1,1,0,-1]",0,2,9,0.529411764705882
"[-1,0,0,-1]_[-1,1,0,-1]",1,2,3,0.176470588235294
"[-1,0,0,-1]_[-1,1,0,0]",0,1,0,0
"[-1,0,0,-1]_[-1,1,0,0]",0,2,4,0.8
"[-1,0,0,-1]_[-1,1,0,0]",1,2,1,0.2
"[-1,0,0,-1]_[-1,1,0,1]",0,1,20,0.327868852459016
"[-1,0,0,-1]_[-1,1,0,1]",0,2,6,0.0983606557377049
"[-1,0,0,-1]_[-1,1,0,1]",1,2,35,0.573770491803279
"[-1,0,0,-1]_[-1,1,1,0]",0,1,1,0.5
"[-1,0,0,-1]_[-1,1,1,0]",0,2,1,0.5
"[-1,0,0,-1]_[-1,1,1,0]",1,2,0,0
"[-1,0,0,-1]_[0,-1,-1,-1]",0,1,5,0.227272727272727
"[-1,0,0,-1]_[0,-1,-1,-1]",0,2,8,0.363636363636364
"[-1,0,0,-1]_[0,-1,-1,-1]",1,2,9,0.409090909090909
"[-1,0,0,-1]_[0,-1,-1,1]",0,1,1,0.142857142857143
"[-1,0,0,-1]_[0,-1,-1,1]",0,2,0,0
"[-1,0,0,-1]_[0,-1,-1,1]",1,2,6,0.857142857142857
"[-1,0,0,-1]_[0,-1,0,-1]",0,1,0,0
"[-1,0,0,-1]_[0,-1,0,-1]",0,2,4,0.571428571428571
"[-1,0,0,-1]_[0,-1,0,-1]",1,2,3,0.428571428571429
"[-1,0,0,-1]_[0,-1,0,1]",0,1,0,0
"[-1,0,0,-1]_[0,-1,0,1]",0,2,0,0
"[-1,0,0,-1]_[0,-1,0,1]",1,2,1,1
"[-1,0,0,-1]_[0,-1,1,-1]",0,1,7,0.333333333333333
"[-1,0,0,-1]_[0,-1,1,-1]",0,2,9,0.428571428571429
"[-1,0,0,-1]_[0,-1,1,-1]",1,2,5,0.238095238095238
"[-1,0,0,-1]_[0,-1,1,1]",0,1,7,0.388888888888889
"[-1,0,0,-1]_[0,-1,1,1]",0,2,1,0.0555555555555556
"[-1,0,0,-1]_[0,-1,1,1]",1,2,10,0.555555555555556
"[-1,0,0,-1]_[0,0,1,1]",0,1,15,0.3
"[-1,0,0,-1]_[0,0,1,1]",0,2,6,0.12
"[-1,0,0,-1]_[0,0,1,1]",1,2,29,0.58
"[-1,0,0,-1]_[0,1,-1,-1]",0,1,2,0.222222222222222
"[-1,0,0,-1]_[0,1,-1,-1]",0,2,5,0.555555555555556
"[-1,0,0,-1]_[0,1,-1,-1]",1,2,2,0.222222222222222
"[-1,0,0,-1]_[0,1,-1,1]",0,1,2,0.666666666666667
"[-1,0,0,-1]_[0,1,-1,1]",0,2,0,0
"[-1,0,0,-1]_[0,1,-1,1]",1,2,1,0.333333333333333
"[-1,0,0,-1]_[0,1,0,-1]",0,1,5,0.3125
"[-1,0,0,-1]_[0,1,0,-1]",0,2,8,0.5
"[-1,0,0,-1]_[0,1,0,-1]",1,2,3,0.1875
"[-1,0,0,-1]_[0,1,1,-1]",0,1,0,0
"[-1,0,0,-1]_[0,1,1,-1]",0,2,3,0.75
"[-1,0,0,-1]_[0,1,1,-1]",1,2,1,0.25
"[-1,0,0,-1]_[0,1,1,1]",0,1,2,0.666666666666667
"[-1,0,0,-1]_[0,1,1,1]",0,2,0,0
"[-1,0,0,-1]_[0,1,1,1]",1,2,1,0.333333333333333
"[-1,0,0,-1]_[1,-1,-1,0]",0,1,1,0.333333333333333
"[-1,0,0,-1]_[1,-1,-1,0]",0,2,0,0
"[-1,0,0,-1]_[1,-1,-1,0]",1,2,2,0.666666666666667
"[-1,0,0,-1]_[1,-1,0,-1]",0,1,1,0.5
"[-1,0,0,-1]_[1,-1,0,-1]",0,2,1,0.5
"[-1,0,0,-1]_[1,-1,0,-1]",1,2,0,0
"[-1,0,0,-1]_[1,-1,0,0]",0,1,18,0.24
"[-1,0,0,-1]_[1,-1,0,0]",0,2,8,0.106666666666667
"[-1,0,0,-1]_[1,-1,0,0]",1,2,49,0.653333333333333
"[-1,0,0,-1]_[1,-1,0,1]",0,1,2,0.285714285714286
"[-1,0,0,-1]_[1,-1,0,1]",0,2,1,0.142857142857143
"[-1,0,0,-1]_[1,-1,0,1]",1,2,4,0.571428571428571
"[-1,0,0,-1]_[1,-1,1,0]",0,1,5,0.277777777777778
"[-1,0,0,-1]_[1,-1,1,0]",0,2,2,0.111111111111111
"[-1,0,0,-1]_[1,-1,1,0]",1,2,11,0.611111111111111
"[-1,0,0,-1]_[1,0,-1,-1]",0,1,13,0.65
"[-1,0,0,-1]_[1,0,-1,-1]",0,2,5,0.25
"[-1,0,0,-1]_[1,0,-1,-1]",1,2,2,0.1
"[-1,0,0,-1]_[1,0,-1,0]",0,1,10,0.555555555555556
"[-1,0,0,-1]_[1,0,-1,0]",0,2,3,0.166666666666667
"[-1,0,0,-1]_[1,0,-1,0]",1,2,5,0.277777777777778
"[-1,0,0,-1]_[1,0,-1,1]",0,1,14,0.933333333333333
"[-1,0,0,-1]_[1,0,-1,1]",0,2,0,0
"[-1,0,0,-1]_[1,0,-1,1]",1,2,1,0.0666666666666667
"[-1,0,0,-1]_[1,0,0,-1]",0,1,0,0
"[-1,0,0,-1]_[1,0,0,-1]",0,2,3,0.75
"[-1,0,0,-1]_[1,0,0,-1]",1,2,1,0.25
"[-1,0,0,-1]_[1,0,0,1]",0,1,3,0.272727272727273
"[-1,0,0,-1]_[1,0,0,1]",0,2,0,0
"[-1,0,0,-1]_[1,0,0,1]",1,2,8,0.727272727272727
"[-1,0,0,-1]_[1,0,1,-1]",0,1,20,0.338983050847458
"[-1,0,0,-1]_[1,0,1,-1]",0,2,27,0.457627118644068
"[-1,0,0,-1]_[1,0,1,-1]",1,2,12,0.203389830508475
"[-1,0,0,-1]_[1,0,1,0]",0,1,7,0.411764705882353
"[-1,0,0,-1]_[1,0,1,0]",0,2,1,0.0588235294117647
"[-1,0,0,-1]_[1,0,1,0]",1,2,9,0.529411764705882
"[-1,0,0,-1]_[1,0,1,1]",0,1,2,0.285714285714286
"[-1,0,0,-1]_[1,0,1,1]",0,2,0,0
"[-1,0,0,-1]_[1,0,1,1]",1,2,5,0.714285714285714
"[-1,0,0,-1]_[1,1,-1,0]",0,1,5,0.384615384615385
"[-1,0,0,-1]_[1,1,-1,0]",0,2,2,0.153846153846154
"[-1,0,0,-1]_[1,1,-1,0]",1,2,6,0.461538461538462
"[-1,0,0,-1]_[1,1,0,-1]",0,1,9,0.409090909090909
